Sentence,Word,POS,NER
7234,Ms.,NNP,O
7234,Francis,NNP,PERSON
7234,had,VBD,O
7234,decided,VBN,O
7234,to,TO,O
7234,conduct,VB,O
7234,a,DT,O
7234,surprise,NN,O
7234,visit,NN,O
7234,because,IN,O
7234,of,IN,O
7234,a,DT,O
7234,lot,NN,O
7234,of,IN,O
7234,complaints,NNS,O
7234,.,.,O
7235,There,EX,O
7235,were,VBD,O
7235,also,RB,O
7235,complaints,NNS,O
7235,that,IN,O
7235,the,DT,O
7235,extractors,NNS,O
7235,got,VBD,O
7235,prior,JJ,O
7235,information,NN,O
7235,of,IN,O
7235,the,DT,O
7235,raids,NNS,O
7235,through,IN,O
7235,leaks,NNS,O
7235,",",",",O
7235,she,PRP,O
7235,said,VBD,O
7235,.,.,O
7236,Hence,NNP,O
7236,",",",",O
7236,the,DT,O
7236,DC,NNP,O
7236,went,VBD,O
7236,with,IN,O
7236,a,DT,O
7236,small,JJ,O
7236,team,NN,O
7236,because,IN,O
7236,she,PRP,O
7236,did,VBD,O
7236,not,RB,O
7236,want,VB,O
7236,the,DT,O
7236,information,NN,O
7236,about,IN,O
7236,the,DT,O
7236,raids,NNS,O
7236,to,TO,O
7236,be,VB,O
7236,leaked,VBN,O
7236,.,.,O
7237,While,IN,O
7237,nothing,NN,O
7237,happened,VBD,O
7237,to,TO,O
7237,the,DT,O
7237,team,NN,O
7237,during,IN,O
7237,the,DT,O
7237,raid,NN,O
7237,on,IN,O
7237,the,DT,O
7237,illegal,JJ,O
7237,sand,NN,O
7237,extraction,NN,O
7237,site,NN,O
7237,at,IN,O
7237,Halnadu,NNP,LOCATION
7237,",",",",O
7237,they,PRP,O
7237,were,VBD,O
7237,attacked,VBN,O
7237,when,WRB,O
7237,they,PRP,O
7237,conduct,VBP,O
7237,a,DT,O
7237,raid,NN,O
7237,in,IN,O
7237,Kandlur,NNP,LOCATION
7237,.,.,O
7238,If,IN,O
7238,officers,NNS,O
7238,are,VBP,O
7238,going,VBG,O
7238,to,TO,O
7238,be,VB,O
7238,attacked,VBN,O
7238,when,WRB,O
7238,they,PRP,O
7238,go,VBP,O
7238,about,IN,O
7238,doing,VBG,O
7238,their,PRP$,O
7238,work,NN,O
7238,sincerely,RB,O
7238,",",",",O
7238,then,RB,O
7238,how,WRB,O
7238,can,MD,O
7238,they,PRP,O
7238,discharge,VB,O
7238,their,PRP$,O
7238,duties,NNS,O
7238,?,.,O
7239,Ms.,NNP,O
7239,Francis,NNP,PERSON
7239,courage,NN,O
7239,and,CC,O
7239,determination,NN,O
7239,has,VBZ,O
7239,to,TO,O
7239,be,VB,O
7239,appreciated,VBN,O
7239,.,.,O
7240,But,CC,O
7240,the,DT,O
7240,attack,NN,O
7240,also,RB,O
7240,showed,VBD,O
7240,the,DT,O
7240,tough,JJ,O
7240,situations,NNS,O
7240,which,WDT,O
7240,women,NNS,O
7240,officers,NNS,O
7240,have,VBP,O
7240,to,TO,O
7240,face,NN,O
7240,",",",",O
7240,she,PRP,O
7240,said,VBD,O
7240,.,.,O
7241,The,DT,O
7241,government,NN,O
7241,should,MD,O
7241,form,VB,O
7241,a,DT,O
7241,separate,JJ,O
7241,sand,NN,O
7241,policy,NN,O
7241,for,IN,O
7241,the,DT,O
7241,coastal,JJ,O
7241,districts,NNS,O
7241,.,.,O
7242,Traditional,JJ,O
7242,sand,NN,O
7242,extraction,NN,O
7242,should,MD,O
7242,be,VB,O
7242,permitted,VBN,O
7242,in,IN,O
7242,these,DT,O
7242,districts,NNS,O
7242,.,.,O
7243,People,NNS,O
7243,are,VBP,O
7243,also,RB,O
7243,confused,VBN,O
7243,with,IN,O
7243,terminologies,NNS,O
7243,such,JJ,O
7243,as,IN,O
7243,extraction,NN,O
7243,in,IN,O
7243,Coastal,NNP,O
7243,Regulation,NNP,O
7243,Zone,NNP,O
7243,(,(,O
7243,CRZ,NNP,O
7243,),),O
7243,and,CC,O
7243,non,JJ,O
7243,CRZ,NNP,O
7243,areas,NNS,O
7243,.,.,O
7244,The,DT,O
7244,federation,NN,O
7244,condemned,VBD,O
7244,the,DT,O
7244,attack,NN,O
7244,on,IN,O
7244,Ms.,NNP,O
7244,Francis,NNP,PERSON
7244,",",",",O
7244,Assistant,NNP,O
7244,Commissioner,NNP,O
7244,Shilpa,NNP,PERSON
7244,Nag,NNP,PERSON
7244,",",",",O
7244,Ms.,NNP,O
7244,Franics,NNP,PERSON
7244,gunman,NN,O
7244,Prithviraj,NNP,PERSON
7244,and,CC,O
7244,Village,NNP,O
7244,Accountant,NNP,O
7244,Kantharaj,NNP,PERSON
7244,.,.,O
7245,Farmers,NNS,O
7245,on,IN,O
7245,Sunday,NNP,O
7245,celebrated,VBD,O
7245,arrival,NN,O
7245,of,IN,O
7245,Godavari,NNP,LOCATION
7245,water,NN,O
7245,in,IN,O
7245,Bandar,NNP,LOCATION
7245,canal,NN,O
7245,at,IN,O
7245,Sitarampuram,NNP,LOCATION
7245,village,NN,LOCATION
7245,",",",",O
7245,intensifying,VBG,O
7245,land,NN,O
7245,preparation,NN,O
7245,work,NN,O
7245,for,IN,O
7245,paddy,JJ,O
7245,cultivation,NN,O
7245,.,.,O
7246,The,DT,O
7246,water,NN,O
7246,that,WDT,O
7246,flowed,VBD,O
7246,down,RB,O
7246,from,IN,O
7246,the,DT,O
7246,Godavari,NNP,LOCATION
7246,was,VBD,O
7246,released,VBN,O
7246,into,IN,O
7246,the,DT,O
7246,Bandar,NNP,LOCATION
7246,Canal,NNP,LOCATION
7246,",",",",O
7246,a,DT,O
7246,tail,JJ,O
7246,end,NN,O
7246,area,NN,O
7246,in,IN,O
7246,the,DT,O
7246,Krishna,NNP,LOCATION
7246,delta,NN,O
7246,.,.,O
7247,Law,NNP,O
7247,Minister,NNP,O
7247,Kollu,NNP,PERSON
7247,Ravindra,NNP,PERSON
7247,and,CC,O
7247,Machilipatnam,NNP,LOCATION
7247,Member,NNP,O
7247,of,IN,O
7247,Parliament,NNP,O
7247,K.,NNP,PERSON
7247,Narayana,NNP,PERSON
7247,offered,VBD,O
7247,special,JJ,O
7247,prayers,NNS,O
7247,at,IN,O
7247,Sitarampura,NNP,LOCATION
7247,village,NN,O
7247,in,IN,O
7247,the,DT,O
7247,presence,NN,O
7247,of,IN,O
7247,a,DT,O
7247,huge,JJ,O
7247,gathering,NN,O
7247,of,IN,O
7247,farmers,NNS,O
7247,.,.,O
7248,The,DT,O
7248,arrival,NN,O
7248,of,IN,O
7248,Godavari,NNP,LOCATION
7248,water,NN,O
7248,to,TO,O
7248,Machilipatnam,NNP,LOCATION
7248,will,MD,O
7248,speed,VB,O
7248,up,RP,O
7248,kharif,JJ,O
7248,operations,NNS,O
7248,",",",",O
7248,enabling,VBG,O
7248,harvesting,NN,O
7248,of,IN,O
7248,paddy,NN,O
7248,before,IN,O
7248,November,NNP,O
7248,",",",",O
7248,during,IN,O
7248,which,WDT,O
7248,period,NN,O
7248,cyclones,NNS,O
7248,usually,RB,O
7248,hit,VBP,O
7248,the,DT,O
7248,Machilipatnam,NNP,LOCATION
7248,coast,NN,O
7248,",",",",O
7248,said,VBD,O
7248,Mr.,NNP,O
7248,Ravindra,NNP,PERSON
7248,.,.,O
7249,Rally,NNP,O
7249,taken,VBN,O
7249,out,RP,O
7249,The,DT,O
7249,paddy,JJ,O
7249,crop,NN,O
7249,can,MD,O
7249,be,VB,O
7249,harvested,VBN,O
7249,within,IN,O
7249,the,DT,O
7249,stipulated,JJ,O
7249,period,NN,O
7249,four,CD,O
7249,months,NNS,O
7249,.,.,O
7250,Release,NN,O
7250,of,IN,O
7250,water,NN,O
7250,for,IN,O
7250,kharif,NN,O
7250,operations,NNS,O
7250,in,IN,O
7250,July,NNP,O
7250,has,VBZ,O
7250,become,VBN,O
7250,possible,JJ,O
7250,due,JJ,O
7250,to,TO,O
7250,success,NN,O
7250,of,IN,O
7250,the,DT,O
7250,Pattiseema,NNP,LOCATION
7250,project,NN,O
7250,",",",",O
7250,said,VBD,O
7250,Mr.,NNP,O
7250,Narayana,NNP,PERSON
7250,.,.,O
7251,Local,JJ,O
7251,farmers,NNS,O
7251,and,CC,O
7251,youth,NN,O
7251,took,VBD,O
7251,out,RP,O
7251,a,DT,O
7251,massive,JJ,O
7251,rally,NN,O
7251,in,IN,O
7251,the,DT,O
7251,streets,NNS,O
7251,",",",",O
7251,marking,VBG,O
7251,arrival,NN,O
7251,of,IN,O
7251,the,DT,O
7251,irrigation,NN,O
7251,water,NN,O
7251,on,IN,O
7251,time,NN,O
7251,this,DT,O
7251,year,NN,O
7251,.,.,O
7252,Irrigation,NNP,O
7252,Water,NNP,O
7252,Committees,NNP,O
7252,Chairman,NNP,O
7252,Gupta,NNP,PERSON
7252,Sivarama,NNP,PERSON
7252,Krishna,NNP,PERSON
7252,promised,VBD,O
7252,that,IN,O
7252,the,DT,O
7252,irrigation,NN,O
7252,water,NN,O
7252,would,MD,O
7252,be,VB,O
7252,supplied,VBN,O
7252,for,IN,O
7252,three,CD,O
7252,crops,NNS,O
7252,in,IN,O
7252,the,DT,O
7252,kharif,NN,O
7252,and,CC,O
7252,rabi,NN,O
7252,seasons,NNS,O
7252,in,IN,O
7252,2017,CD,O
7252,18,CD,O
7252,.,.,O
7253,CPI,NNP,ORGANIZATION
7253,(,(,O
7253,M,NNP,O
7253,),),O
7253,State,NNP,O
7253,secretary,NN,O
7253,Kodiyeri,NNP,PERSON
7253,Balakrishnan,NNP,PERSON
7253,on,IN,O
7253,Friday,NNP,O
7253,denied,VBD,O
7253,any,DT,O
7253,rift,NN,O
7253,between,IN,O
7253,the,DT,O
7253,CPI,NNP,ORGANIZATION
7253,(,(,O
7253,M,NNP,O
7253,),),O
7253,and,CC,O
7253,the,DT,O
7253,CPI,NNP,ORGANIZATION
7253,",",",",O
7253,the,DT,O
7253,second,JJ,O
7253,largest,JJS,O
7253,constituent,NN,O
7253,of,IN,O
7253,the,DT,O
7253,ruling,NN,O
7253,Left,NNP,ORGANIZATION
7253,Democratic,NNP,ORGANIZATION
7253,Front,NNP,ORGANIZATION
7253,(,(,O
7253,LDF,NNP,ORGANIZATION
7253,),),O
7253,",",",",O
7253,on,IN,O
7253,the,DT,O
7253,ongoing,JJ,O
7253,eviction,NN,O
7253,drive,NN,O
7253,in,IN,O
7253,Munnar,NNP,LOCATION
7253,.,.,O
7254,There,EX,O
7254,were,VBD,O
7254,some,DT,O
7254,public,JJ,O
7254,statements,NNS,O
7254,.,.,O
7255,There,EX,O
7255,are,VBP,O
7255,no,DT,O
7255,differences,NNS,O
7255,now,RB,O
7255,and,CC,O
7255,the,DT,O
7255,issues,NNS,O
7255,have,VBP,O
7255,been,VBN,O
7255,sorted,VBN,O
7255,out,RP,O
7255,.,.,O
7256,The,DT,O
7256,government,NN,O
7256,and,CC,O
7256,the,DT,O
7256,CPI,NNP,ORGANIZATION
7256,(,(,O
7256,M,NNP,O
7256,),),O
7256,have,VBP,O
7256,looked,VBN,O
7256,into,IN,O
7256,the,DT,O
7256,issues,NNS,O
7256,pointed,VBD,O
7256,out,RP,O
7256,by,IN,O
7256,CPI,NNP,ORGANIZATION
7256,.,.,O
7257,We,PRP,O
7257,are,VBP,O
7257,for,IN,O
7257,eviction,NN,O
7257,",",",",O
7257,Mr.,NNP,O
7257,Balakrishnan,NNP,PERSON
7257,said,VBD,O
7257,at,IN,O
7257,a,DT,O
7257,press,NN,O
7257,meet,NN,O
7257,convened,VBD,O
7257,here,RB,O
7257,to,TO,O
7257,brief,VB,O
7257,the,DT,O
7257,media,NNS,O
7257,on,IN,O
7257,the,DT,O
7257,two,CD,O
7257,day,NN,O
7257,State,NNP,O
7257,committee,NN,O
7257,of,IN,O
7257,CPI,NNP,ORGANIZATION
7257,(,(,O
7257,M,NNP,O
7257,),),O
7257,.,.,O
7258,The,DT,O
7258,CPI,NNP,ORGANIZATION
7258,(,(,O
7258,M,NNP,O
7258,),),O
7258,is,VBZ,O
7258,of,IN,O
7258,the,DT,O
7258,firm,NN,O
7258,view,NN,O
7258,that,IN,O
7258,all,DT,O
7258,encroachments,NNS,O
7258,in,IN,O
7258,Munnar,NNP,LOCATION
7258,should,MD,O
7258,be,VB,O
7258,removed,VBN,O
7258,.,.,O
7259,Priority,NN,O
7259,should,MD,O
7259,be,VB,O
7259,given,VBN,O
7259,to,TO,O
7259,the,DT,O
7259,removal,NN,O
7259,of,IN,O
7259,big,JJ,O
7259,ones,NNS,O
7259,",",",",O
7259,Mr.,NNP,O
7259,Balakrishnan,NNP,PERSON
7259,said,VBD,O
7259,.,.,O
7260,There,EX,O
7260,were,VBD,O
7260,efforts,NNS,O
7260,from,IN,O
7260,certain,JJ,O
7260,quarters,NNS,O
7260,to,TO,O
7260,portray,VB,O
7260,that,IN,O
7260,the,DT,O
7260,CPI,NNP,ORGANIZATION
7260,(,(,O
7260,M,NNP,O
7260,),),O
7260,and,CC,O
7260,the,DT,O
7260,CPI,NNP,ORGANIZATION
7260,were,VBD,O
7260,divided,VBN,O
7260,on,IN,O
7260,the,DT,O
7260,issue,NN,O
7260,.,.,O
7261,He,PRP,O
7261,said,VBD,O
7261,the,DT,O
7261,removal,NN,O
7261,of,IN,O
7261,cross,NN,O
7261,in,IN,O
7261,Pappathichola,NNP,LOCATION
7261,should,MD,O
7261,have,VB,O
7261,been,VBN,O
7261,handled,VBN,O
7261,in,IN,O
7261,a,DT,O
7261,better,JJR,O
7261,manner,NN,O
7261,without,IN,O
7261,attracting,VBG,O
7261,negative,JJ,O
7261,publicity,NN,O
7261,.,.,O
7262,The,DT,O
7262,government,NN,O
7262,should,MD,O
7262,bring,VB,O
7262,out,RP,O
7262,a,DT,O
7262,legislation,NN,O
7262,to,TO,O
7262,address,VB,O
7262,the,DT,O
7262,issue,NN,O
7262,of,IN,O
7262,illegal,JJ,O
7262,constructions,NNS,O
7262,",",",",O
7262,in,IN,O
7262,the,DT,O
7262,guise,NN,O
7262,of,IN,O
7262,tourism,NN,O
7262,development,NN,O
7262,",",",",O
7262,in,IN,O
7262,Munnar,NNP,LOCATION
7262,.,.,O
7263,While,IN,O
7263,formulating,VBG,O
7263,rules,NNS,O
7263,",",",",O
7263,it,PRP,O
7263,should,MD,O
7263,be,VB,O
7263,insisted,VBN,O
7263,that,IN,O
7263,the,DT,O
7263,buildings,NNS,O
7263,are,VBP,O
7263,environment,NN,O
7263,friendly,RB,O
7263,",",",",O
7263,he,PRP,O
7263,said,VBD,O
7263,.,.,O
7264,He,PRP,O
7264,rejected,VBD,O
7264,the,DT,O
7264,demands,NNS,O
7264,of,IN,O
7264,the,DT,O
7264,UDF,NNP,ORGANIZATION
7264,and,CC,O
7264,BJP,NNP,ORGANIZATION
7264,for,IN,O
7264,resignation,NN,O
7264,of,IN,O
7264,Electricity,NNP,O
7264,Minister,NNP,O
7264,M.,NNP,PERSON
7264,M.,NNP,PERSON
7264,Mani,NNP,PERSON
7264,for,IN,O
7264,his,PRP$,O
7264,derogatory,NN,O
7264,remarks,NNS,O
7264,against,IN,O
7264,Pengal,NNP,ORGANIZATION
7264,Otrumai,NNP,ORGANIZATION
7264,activists,NNS,O
7264,and,CC,O
7264,said,VBD,O
7264,the,DT,O
7264,demand,NN,O
7264,was,VBD,O
7264,politically,RB,O
7264,motivated,VBN,O
7264,.,.,O
7265,On,IN,O
7265,the,DT,O
7265,CPI,NNP,ORGANIZATION
7265,(,(,O
7265,M,NNP,O
7265,),),O
7265,publicly,RB,O
7265,censuring,VBG,O
7265,Mr.,NNP,O
7265,Mani,NNP,PERSON
7265,",",",",O
7265,he,PRP,O
7265,said,VBD,O
7265,it,PRP,O
7265,was,VBD,O
7265,a,DT,O
7265,warning,NN,O
7265,for,IN,O
7265,others,NNS,O
7265,in,IN,O
7265,the,DT,O
7265,party,NN,O
7265,as,IN,O
7265,the,DT,O
7265,Minister,NNP,O
7265,speech,NN,O
7265,had,VBD,O
7265,brought,VBN,O
7265,disgrace,NN,O
7265,to,TO,O
7265,the,DT,O
7265,party,NN,O
7265,.,.,O
7266,The,DT,O
7266,State,NNP,O
7266,committee,NN,O
7266,of,IN,O
7266,the,DT,O
7266,CPI,NNP,ORGANIZATION
7266,(,(,O
7266,M,NNP,O
7266,),),O
7266,had,VBD,O
7266,noted,VBN,O
7266,that,IN,O
7266,there,EX,O
7266,were,VBD,O
7266,deliberate,JJ,O
7266,attempts,NNS,O
7266,by,IN,O
7266,the,DT,O
7266,UDF,NNP,ORGANIZATION
7266,and,CC,O
7266,the,DT,O
7266,BJP,NNP,ORGANIZATION
7266,to,TO,O
7266,destabilise,VB,O
7266,the,DT,O
7266,LDF,NNP,ORGANIZATION
7266,government,NN,O
7266,and,CC,O
7266,divert,VB,O
7266,the,DT,O
7266,attention,NN,O
7266,of,IN,O
7266,the,DT,O
7266,public,NN,O
7266,from,IN,O
7266,its,PRP$,O
7266,good,JJ,O
7266,initiatives,NNS,O
7266,.,.,O
7267,The,DT,O
7267,partners,NNS,O
7267,in,IN,O
7267,the,DT,O
7267,front,NN,O
7267,should,MD,O
7267,not,RB,O
7267,give,VB,O
7267,a,DT,O
7267,chance,NN,O
7267,for,IN,O
7267,the,DT,O
7267,rivals,NNS,O
7267,to,TO,O
7267,take,VB,O
7267,advantage,NN,O
7267,of,IN,O
7267,the,DT,O
7267,situation,NN,O
7267,",",",",O
7267,Mr.,NNP,O
7267,Balakrishnan,NNP,PERSON
7267,added,VBD,O
7267,.,.,O
7268,Vehicle,NNP,O
7268,campaignThe,NN,O
7268,party,NN,O
7268,will,MD,O
7268,conduct,VB,O
7268,a,DT,O
7268,vehicle,NN,O
7268,campaign,NN,O
7268,in,IN,O
7268,all,DT,O
7268,districts,NNS,O
7268,to,TO,O
7268,drum,VB,O
7268,up,RP,O
7268,support,NN,O
7268,for,IN,O
7268,the,DT,O
7268,week,NN,O
7268,long,JJ,O
7268,national,JJ,O
7268,stir,NN,O
7268,against,IN,O
7268,anti,JJ,O
7268,people,NNS,O
7268,policies,NNS,O
7268,of,IN,O
7268,the,DT,O
7268,BJP,NNP,ORGANIZATION
7268,led,VBD,O
7268,Union,NNP,O
7268,government,NN,O
7268,.,.,O
7269,A,DT,O
7269,celebration,NN,O
7269,will,MD,O
7269,also,RB,O
7269,be,VB,O
7269,organised,VBN,O
7269,as,IN,O
7269,part,NN,O
7269,of,IN,O
7269,the,DT,O
7269,first,JJ,O
7269,anniversary,NN,O
7269,of,IN,O
7269,the,DT,O
7269,LDF,NNP,ORGANIZATION
7269,government,NN,O
7269,.,.,O
7270,A,DT,O
7270,24,CD,O
7270,year,NN,O
7270,old,JJ,O
7270,man,NN,O
7270,was,VBD,O
7270,found,VBN,O
7270,dead,JJ,O
7270,inside,IN,O
7270,a,DT,O
7270,car,NN,O
7270,with,IN,O
7270,gunshot,JJ,O
7270,injuries,NNS,O
7270,on,IN,O
7270,Tuesday,NNP,O
7270,on,IN,O
7270,the,DT,O
7270,outskirts,NNS,O
7270,of,IN,O
7270,the,DT,O
7270,city,NN,O
7270,.,.,O
7271,A,DT,O
7271,murder,NN,O
7271,case,NN,O
7271,has,VBZ,O
7271,been,VBN,O
7271,registered,VBN,O
7271,in,IN,O
7271,this,DT,O
7271,connection,NN,O
7271,.,.,O
7272,Spotted,VBN,O
7272,by,IN,O
7272,passersby,NN,O
7272,Sachin,NNP,PERSON
7272,",",",",O
7272,a,DT,O
7272,resident,NN,O
7272,of,IN,O
7272,Daulatabad,NNP,LOCATION
7272,",",",",O
7272,was,VBD,O
7272,found,VBN,O
7272,dead,JJ,O
7272,on,IN,O
7272,the,DT,O
7272,passenger,NN,O
7272,seat,NN,O
7272,of,IN,O
7272,a,DT,O
7272,hatchback,NN,O
7272,on,IN,O
7272,the,DT,O
7272,road,NN,O
7272,leading,VBG,O
7272,to,TO,O
7272,Chandu,NNP,LOCATION
7272,Budhera,NNP,LOCATION
7272,water,NN,LOCATION
7272,treatment,NN,LOCATION
7272,plant,NN,LOCATION
7272,along,IN,O
7272,a,DT,O
7272,canal,NN,O
7272,in,IN,O
7272,Dhankot,NNP,LOCATION
7272,village,NN,O
7272,in,IN,O
7272,the,DT,O
7272,morning,NN,O
7272,.,.,O
7273,The,DT,O
7273,murder,NN,O
7273,came,VBD,O
7273,to,TO,O
7273,light,NN,O
7273,when,WRB,O
7273,some,DT,O
7273,passersby,NN,O
7273,noticed,VBD,O
7273,the,DT,O
7273,body,NN,O
7273,in,IN,O
7273,the,DT,O
7273,car,NN,O
7273,and,CC,O
7273,called,VBD,O
7273,the,DT,O
7273,Police,NNP,O
7273,Control,NNP,O
7273,Room,NNP,O
7273,.,.,O
7274,The,DT,O
7274,police,NN,O
7274,reached,VBD,O
7274,the,DT,O
7274,spot,NN,O
7274,to,TO,O
7274,find,VB,O
7274,the,DT,O
7274,deceased,JJ,O
7274,lying,NN,O
7274,in,IN,O
7274,a,DT,O
7274,pool,NN,O
7274,of,IN,O
7274,blood,NN,O
7274,with,IN,O
7274,at,IN,O
7274,least,JJS,O
7274,two,CD,O
7274,gunshot,JJ,O
7274,injuries,NNS,O
7274,in,IN,O
7274,the,DT,O
7274,back,NN,O
7274,of,IN,O
7274,the,DT,O
7274,head,NN,O
7274,.,.,O
7275,Two,CD,O
7275,spent,JJ,O
7275,cartridges,NNS,O
7275,and,CC,O
7275,a,DT,O
7275,live,JJ,O
7275,cartridge,NN,O
7275,were,VBD,O
7275,recovered,VBN,O
7275,from,IN,O
7275,the,DT,O
7275,car,NN,O
7275,",",",",O
7275,the,DT,O
7275,police,NN,O
7275,claimed,VBD,O
7275,.,.,O
7276,The,DT,O
7276,police,NN,O
7276,said,VBD,O
7276,the,DT,O
7276,victim,NN,O
7276,had,VBD,O
7276,not,RB,O
7276,returned,VBN,O
7276,home,NN,O
7276,on,IN,O
7276,Monday,NNP,O
7276,night,NN,O
7276,.,.,O
7277,A,DT,O
7277,case,NN,O
7277,has,VBZ,O
7277,been,VBN,O
7277,registered,VBN,O
7277,at,IN,O
7277,Rajendra,NNP,LOCATION
7277,Park,NNP,LOCATION
7277,police,NNS,O
7277,station,NN,O
7277,based,VBN,O
7277,on,IN,O
7277,a,DT,O
7277,complaint,NN,O
7277,by,IN,O
7277,the,DT,O
7277,victim,NN,O
7277,brother,NN,O
7277,.,.,O
7278,The,DT,O
7278,matter,NN,O
7278,is,VBZ,O
7278,under,IN,O
7278,investigation,NN,O
7278,.,.,O
7279,We,PRP,O
7279,hope,VBP,O
7279,to,TO,O
7279,crack,VB,O
7279,the,DT,O
7279,case,NN,O
7279,soon,RB,O
7279,",",",",O
7279,said,VBD,O
7279,Station,NNP,O
7279,House,NNP,O
7279,Officer,NNP,O
7279,",",",",O
7279,Rajendra,NNP,LOCATION
7279,Park,NNP,LOCATION
7279,",",",",O
7279,Inspector,NNP,O
7279,Ajay,NNP,PERSON
7279,Bir,NNP,PERSON
7279,.,.,O
7280,The,DT,O
7280,police,NN,O
7280,suspect,JJ,O
7280,personal,JJ,O
7280,enmity,NN,O
7280,as,IN,O
7280,the,DT,O
7280,motive,NN,O
7280,",",",",O
7280,though,IN,O
7280,the,DT,O
7280,case,NN,O
7280,is,VBZ,O
7280,being,VBG,O
7280,probed,VBN,O
7280,from,IN,O
7280,all,DT,O
7280,angles,NNS,O
7280,.,.,O
7281,The,DT,O
7281,joint,JJ,O
7281,venture,NN,O
7281,(,(,O
7281,JV,NNP,O
7281,),),O
7281,of,IN,O
7281,Hindustan,NNP,ORGANIZATION
7281,Aeronautics,NNP,ORGANIZATION
7281,Limited,NNP,ORGANIZATION
7281,(,(,O
7281,HAL,NNP,ORGANIZATION
7281,),),O
7281,and,CC,O
7281,Rosoboronexport,NNP,ORGANIZATION
7281,and,CC,O
7281,Russian,JJ,O
7281,Helicopters,NNP,O
7281,of,IN,O
7281,Russia,NNP,LOCATION
7281,for,IN,O
7281,manufacturing,VBG,O
7281,Kamov,NNP,O
7281,226T,CD,O
7281,light,JJ,O
7281,utility,NN,O
7281,helicopters,NNS,O
7281,in,IN,O
7281,India,NNP,LOCATION
7281,will,MD,O
7281,be,VB,O
7281,registered,VBN,O
7281,very,RB,O
7281,soon,RB,O
7281,and,CC,O
7281,the,DT,O
7281,final,JJ,O
7281,contract,NN,O
7281,is,VBZ,O
7281,likely,JJ,O
7281,to,TO,O
7281,be,VB,O
7281,signed,VBN,O
7281,this,DT,O
7281,year,NN,O
7281,.,.,O
7282,Papers,NNS,O
7282,are,VBP,O
7282,being,VBG,O
7282,approved,VBN,O
7282,by,IN,O
7282,the,DT,O
7282,Russian,JJ,O
7282,government,NN,O
7282,.,.,O
7283,By,IN,O
7283,end,NN,O
7283,of,IN,O
7283,this,DT,O
7283,month,NN,O
7283,",",",",O
7283,we,PRP,O
7283,will,MD,O
7283,have,VB,O
7283,the,DT,O
7283,Russian,JJ,O
7283,government,NN,O
7283,approval,NN,O
7283,and,CC,O
7283,the,DT,O
7283,JV,NNP,O
7283,will,MD,O
7283,be,VB,O
7283,officially,RB,O
7283,registered,VBN,O
7283,",",",",O
7283,Victor,NNP,PERSON
7283,N,NNP,PERSON
7283,Kladov,NNP,PERSON
7283,",",",",O
7283,Director,NNP,O
7283,of,IN,O
7283,International,NNP,O
7283,cooperation,NN,O
7283,and,CC,O
7283,regional,JJ,O
7283,policy,NN,O
7283,of,IN,O
7283,Rostec,NNP,ORGANIZATION
7283,said,VBD,O
7283,at,IN,O
7283,the,DT,O
7283,ongoing,JJ,O
7283,Aero,NNP,O
7283,India,NNP,O
7283,at,IN,O
7283,Bengaluru,NNP,LOCATION
7283,.,.,O
7284,We,PRP,O
7284,keep,VBP,O
7284,our,PRP$,O
7284,fingers,NNS,O
7284,crossed,VBN,O
7284,to,TO,O
7284,sign,VB,O
7284,the,DT,O
7284,contract,NN,O
7284,this,DT,O
7284,year,NN,O
7284,",",",",O
7284,another,DT,O
7284,Russian,JJ,O
7284,official,NN,O
7284,said,VBD,O
7284,.,.,O
7285,As,IN,O
7285,per,IN,O
7285,the,DT,O
7285,deal,NN,O
7285,worth,NN,O
7285,over,IN,O
7285,1,CD,O
7285,billion,CD,O
7285,",",",",O
7285,60,CD,O
7285,helicopters,NNS,O
7285,will,MD,O
7285,be,VB,O
7285,imported,VBN,O
7285,from,IN,O
7285,Russia,NNP,LOCATION
7285,and,CC,O
7285,at,IN,O
7285,least,JJS,O
7285,another,DT,O
7285,140,CD,O
7285,will,MD,O
7285,be,VB,O
7285,built,VBN,O
7285,in,IN,O
7285,India,NNP,LOCATION
7285,by,IN,O
7285,the,DT,O
7285,HAL,NNP,ORGANIZATION
7285,with,IN,O
7285,technology,NN,O
7285,transfer,NN,O
7285,.,.,O
7286,Russian,JJ,O
7286,industry,NN,O
7286,officials,NNS,O
7286,said,VBD,O
7286,that,IN,O
7286,the,DT,O
7286,final,JJ,O
7286,technological,JJ,O
7286,specifications,NNS,O
7286,of,IN,O
7286,the,DT,O
7286,helicopter,NN,O
7286,have,VBP,O
7286,been,VBN,O
7286,sorted,VBN,O
7286,.,.,O
7287,We,PRP,O
7287,will,MD,O
7287,decide,VB,O
7287,on,IN,O
7287,India,NNP,LOCATION
7287,production,NN,O
7287,after,IN,O
7287,evaluating,VBG,O
7287,the,DT,O
7287,manufacturing,NN,O
7287,facilities,NNS,O
7287,of,IN,O
7287,the,DT,O
7287,HAL,NNP,ORGANIZATION
7287,",",",",O
7287,an,DT,O
7287,official,JJ,O
7287,observed,NN,O
7287,.,.,O
7288,New,NNP,O
7288,facility,NN,O
7288,soonThe,NN,O
7288,HAL,NNP,ORGANIZATION
7288,is,VBZ,O
7288,setting,VBG,O
7288,up,RP,O
7288,a,DT,O
7288,new,JJ,O
7288,helicopter,NN,O
7288,manufacturing,NN,O
7288,facility,NN,O
